,text,category
26,"-Papá, ¿me das $100? 
- ¿QUE? ¿Qué te de $50? ¿Para qué queres $30 si con $20 es suficiente? Toma $10 y dale $5 a tu hermano. punctuation noun punctuation punctuation pronoun verb number punctuation punctuation punctuation pronoun punctuation punctuation pronoun pronoun adposition number punctuation punctuation adposition pronoun verb number conjunction adposition number verb adjective punctuation verb number conjunction verb pronoun number adposition determiner noun punctuation",1
27,"El día que nosotros gobernemos, todos temblarán. (Un epiléptico)    determiner noun pronoun pronoun verb punctuation pronoun verb punctuation punctuation determiner noun punctuation",1
28,"El vodka es como el agua, pero con superpoderes. determiner noun verb conjunction determiner noun punctuation conjunction adposition noun punctuation",1
29,Nunca es tarde para seguir durmiendo adverb verb noun adposition verb verb,1
30,La mayoría de los hombres joden demasiado hasta lograr un «SI » y luego no saben qué hacer con él. determiner noun adposition determiner noun verb adverb adposition verb determiner punctuation conjunction punctuation conjunction adverb adverb verb pronoun verb adposition pronoun punctuation,1
31,Perdida inmediata de la dignidad al intentar subir un escalón invisible verb adjective adposition determiner noun adposition determiner verb verb determiner noun adjective,1
32,"TE CONQUISTARIA, pero no soy Cristóbal colon :( noun punctuation conjunction adverb verb noun noun punctuation punctuation",1
33,"El optimista piensa que este es el mejor de los mundos posibles, y el pesimista teme que eso sea verdad.   determiner adjective verb conjunction pronoun verb determiner adjective adposition determiner noun adjective punctuation conjunction determiner noun verb conjunction pronoun verb noun punctuation",0
34,Dicen que la tele engorda... ¡por eso no como tele!  by @leoidair   verb conjunction determiner noun verb punctuation punctuation adposition pronoun adverb conjunction noun punctuation noun punctuation verb,1
35,"—Oye, ¿me prestas tu baño? —Si ¿Necesitas papel higiénico? —No te preocupes, solo me quiero tomar unas fotos para mi perfil.  punctuation noun punctuation punctuation pronoun verb determiner noun punctuation punctuation noun punctuation verb noun adjective punctuation punctuation noun pronoun verb punctuation adverb pronoun verb verb determiner noun adposition determiner noun punctuation",1
36,- ¿Y el novio hija? - ¿Y los dientes abuela? punctuation punctuation conjunction determiner noun noun punctuation punctuation punctuation conjunction determiner noun noun punctuation,1
37,"—Hola perra, ¿Cómo estás?  —¡No me digas así! *Le da una cachetada*   —Oh que fuerza, debe ser por . punctuation noun noun punctuation punctuation pronoun verb punctuation punctuation punctuation adverb pronoun verb adverb punctuation punctuation noun verb determiner noun punctuation punctuation noun conjunction noun punctuation verb verb adposition punctuation",1
38,Hoy comer mole... Y mañana hacer pescado... Pescado del toallero... by @nutri_mona   adverb verb noun punctuation conjunction adverb verb noun punctuation noun adposition determiner noun punctuation noun punctuation noun,0
39,ABURRIDORA: Persona que habla cuando queremos que escuche. -Ambrose Bierce   noun punctuation noun pronoun verb conjunction verb conjunction verb punctuation punctuation noun,0
40,Errar es de humanos dijo el pato y se bajó de la gallina. Perdonar es divino dijo la gallina y salió corriendo detrás del pato.  verb verb adposition adjective verb determiner noun conjunction pronoun verb adposition determiner noun punctuation verb verb adjective verb determiner noun conjunction verb verb adposition determiner noun punctuation,1
41,La capacidad que tengo para molestar cuando me aburro es impresionante determiner noun pronoun verb adposition verb conjunction pronoun verb verb adjective,0
42,"Aunque ustedes no lo crean, se necesita ser muy inteligente para escribir tanta pendejada. O_o conjunction pronoun adverb pronoun verb punctuation pronoun verb verb adverb adjective adposition verb determiner noun punctuation noun",1
43,Yo también acabo riéndome cuando intento hacerme el dormido. pronoun adverb verb verb pronoun conjunction verb verb pronoun determiner verb punctuation,1
44,Típico : Leer el mismo mensajes miles de veces y aun no saber que contestar. noun punctuation verb determiner adjective noun noun adposition noun conjunction adverb adverb verb pronoun verb punctuation,0
45,"De niños todos éramos amigos, hasta que llegaba la hora de la piñata. adposition noun pronoun verb noun punctuation adposition pronoun verb determiner noun adposition determiner noun punctuation",1
46,—Antes de fusilarlo ¿quiere decir algo? —Sí. Algo ¡JAJAJÁ! —¿Divertido? —Vertido ¡JAJAJAJAJÁ! —¡DISPAREEEN! —¡SPAREEEN! ¡JAJAJAJAJAJÁ! punctuation noun verb pronoun punctuation verb verb pronoun punctuation punctuation noun punctuation pronoun punctuation interjection punctuation punctuation punctuation verb punctuation punctuation noun punctuation noun punctuation punctuation punctuation noun punctuation punctuation punctuation noun punctuation punctuation noun punctuation,1
47,Típico: Ir por la calle y sonreirle a un recuerdo que se cruzó por tu mente. noun punctuation verb adposition determiner noun conjunction verb adposition determiner noun pronoun pronoun verb adposition determiner noun punctuation,1
48,"—¿Eres un Pokémon? —No, ¿por qué? —Pokéstasmuybuena —¿Eres soltero y virgen, verdad? —Y maestro Pokémon también. punctuation punctuation noun punctuation punctuation noun punctuation punctuation adposition pronoun punctuation punctuation noun punctuation punctuation verb adjective conjunction adjective punctuation noun punctuation punctuation noun noun noun adverb punctuation",1
49,"—¿Te pusieron brackets? —NOOO PENDEJO, vino MTV y me enchulo la boca. JaaJaa punctuation punctuation pronoun verb noun punctuation punctuation noun punctuation verb noun conjunction pronoun verb determiner noun punctuation noun",1
50,Típico: Salir de casa sin peinarte y sonreír porque sabes que igual eres guapo. noun punctuation verb adposition noun adposition verb pronoun conjunction verb conjunction verb conjunction adverb verb adjective punctuation,0
51,"- ¿Cómo van los estudios? - ¿Podemos hablar de otra cosa? -Ok, ¿y el novio? -Bueno los profesores no son muy buenos que digamos… punctuation punctuation pronoun verb determiner noun punctuation punctuation punctuation verb verb adposition determiner noun punctuation punctuation noun punctuation punctuation conjunction determiner noun punctuation punctuation interjection determiner noun adverb verb adverb adjective conjunction verb punctuation",1
52,"Tras revisar al esposo, el Dr dice a la mujer: -El aspecto de su marido no me gusta -A mi tampoco pero es bueno con mis hijos! adposition verb adposition determiner noun punctuation determiner noun verb adposition determiner noun punctuation punctuation determiner noun adposition determiner noun adverb pronoun verb punctuation adposition determiner adverb conjunction verb adjective adposition determiner noun punctuation",1
53,Todos los días me levanto con más sueño que cuando me fui a dormir determiner determiner noun pronoun verb adposition adverb noun conjunction conjunction pronoun verb adposition verb,1
54,"-Hola, ¿con la fabrica de fieles? -Si -Hagan más, porque ya quedamos pocos punctuation interjection punctuation punctuation adposition determiner verb adposition noun punctuation punctuation conjunction punctuation verb adverb punctuation conjunction adverb verb determiner",1
55,Típico: Te levantas de noche para ir al baño y corres lo más veloz que puedes para que el fantasma no te alcance :( noun punctuation pronoun verb adposition noun adposition verb adposition determiner noun conjunction verb determiner adverb adjective pronoun verb adposition conjunction determiner noun adverb pronoun verb punctuation punctuation,1
56,—Tengo frío. —Pero si es verano. —Pero hace frío... —Pero si hace 40 grados. —¡ABRÁZAME IDIOTA! punctuation noun noun punctuation punctuation noun conjunction verb noun punctuation punctuation noun verb adjective punctuation punctuation noun conjunction verb number noun punctuation punctuation punctuation noun punctuation,1
57,¿Alcohólico yo? JAJAJAJAJA ¡Para nada! Cada año solo bebo en 2 ocasiones: Cuando es mi cumpleaños y cuando no lo es. punctuation adjective pronoun punctuation noun punctuation adposition pronoun punctuation determiner noun adjective verb adposition number noun punctuation conjunction verb determiner noun conjunction conjunction adverb pronoun verb punctuation,1
58,"Oye, hija, ¿Trabajas en Monsters Inc.? No Mamá, ¿Por qué? ¿Y ese monstruo? ¡Mamá!, deja en paz a mi novio.  ¡33:12! ¡Tenemos un 33:12!. punctuation noun punctuation noun punctuation punctuation verb adposition noun punctuation punctuation noun punctuation punctuation adposition pronoun punctuation punctuation punctuation conjunction determiner noun punctuation punctuation punctuation noun punctuation punctuation verb adposition noun adposition determiner noun punctuation punctuation punctuation number punctuation punctuation verb determiner number punctuation punctuation",1
59,"Nueva promoción de Microsoft: Con tu Windows 7, de regalo 3 botones de RESET de repuesto.   adjective noun adposition noun punctuation adposition determiner noun number punctuation adposition noun number noun adposition noun adverb punctuation",1
60,¡Nada es imposible! ¿No han visto como Bob Esponja hace una fogata bajo el agua? punctuation adverb verb adjective punctuation punctuation adverb verb verb conjunction noun verb determiner noun adposition determiner noun punctuation,0
61,"Típico: Mi profesora siempre decía: ""ese grupito de allá atrás se me separa"" noun punctuation determiner noun adverb verb punctuation punctuation determiner noun adposition adverb adverb pronoun pronoun verb punctuation",0
62,"Voy a estudiar, Oh una mosca Voy a estudiar, Tengo un WhatsApp Voy a estudiar, Primero me baño Voy a estudiar, pff ya es tarde, mañana verb adposition verb punctuation noun determiner noun noun adposition verb punctuation noun adposition verb punctuation noun pronoun verb noun adposition verb punctuation noun adverb verb adverb punctuation adverb",0
63,"Un pistolero enojado dice a otro: -Oye, que tu andas diciendo que nosotros nos besamos? -No -Entonces nos vieron! by @rodrydi  determiner noun verb verb adposition pronoun punctuation punctuation verb punctuation conjunction determiner noun verb conjunction pronoun pronoun verb punctuation punctuation adverb punctuation adverb pronoun verb punctuation noun punctuation noun",1
64,"-Me vuelves a decir gorda y te dejo -No, mi amor, piensa en el bebé -¿Cual bebé? -Ah, ¿No estás embarazada? punctuation pronoun verb adposition verb noun conjunction pronoun verb punctuation adverb punctuation determiner noun punctuation verb adposition determiner noun punctuation punctuation pronoun noun punctuation punctuation interjection punctuation punctuation adverb verb verb punctuation",1
65,"Entrevista de trabajo: -¿Cúanto voy a cobrar? -Por ahora 200 y más adelante 700 -Bueno, pues volveré más adelante.  noun adposition noun punctuation punctuation punctuation noun verb adposition verb punctuation punctuation adposition adverb number conjunction adverb adverb number punctuation interjection punctuation conjunction verb adverb adverb punctuation",1
66,Un buen amigo es el que te da consejos durante horas sabiendo que no los vas a seguir. determiner adjective noun verb determiner pronoun pronoun verb noun adposition noun verb conjunction adverb determiner noun adposition verb punctuation,1
67,"-Hola, ¿cómo te llamas? -María de los Ángeles, ¿y vos? -Pedro de New York punctuation interjection punctuation punctuation pronoun pronoun noun punctuation punctuation noun punctuation punctuation conjunction pronoun punctuation punctuation noun",1
68,"-Te amo -Tranquila, ya se te va a pasar… punctuation pronoun verb punctuation adjective punctuation adverb pronoun pronoun verb adposition verb punctuation",1
69,La verdadera siesta es cuando te levantas y no te acordas ni del nombre de tu mamá determiner adjective noun verb conjunction pronoun verb conjunction adverb pronoun noun conjunction adposition determiner noun adposition determiner noun,0
70,"Escuchar los pasos de tu mamá, bloquear el celular y hacerte el dormido. verb determiner noun adposition determiner noun punctuation verb determiner adjective conjunction verb pronoun determiner verb punctuation",0
71,RT @ceramicascaribe: En  sabemos que quieres darle el mejor hogar posible a tu familia y nosotros queremos que lo tengas noun punctuation verb punctuation adposition verb conjunction verb verb pronoun determiner adjective noun adjective adposition determiner noun conjunction pronoun verb conjunction pronoun verb,0
72,"-Mami, ¿hay gelatinaa? -No hija, solo hay i latina e y griega... by @Jkay282   punctuation noun punctuation punctuation verb noun punctuation punctuation adverb noun punctuation adverb verb noun adjective conjunction conjunction adjective punctuation noun punctuation number",1
73,"Admítelo, tu también dijiste: ""Mamá, si me compras esto, nunca mas te vuelvo a pedir nada"" verb pronoun punctuation determiner adverb verb punctuation punctuation noun punctuation conjunction pronoun verb pronoun punctuation adverb conjunction pronoun verb adposition verb pronoun punctuation",0
74,"-Hola, perdón por el retraso -No te preocupes, sé que naciste así. ¿Pero por qué llegaste tarde? punctuation interjection punctuation noun adposition determiner noun punctuation adverb pronoun verb punctuation verb conjunction verb adverb punctuation punctuation conjunction adposition pronoun verb noun punctuation",1
75,"Los débiles toman venganza, los fuertes perdonan, pero los más inteligentes simplemente ignoran. BUEN DIA determiner noun verb noun punctuation determiner adjective verb punctuation conjunction determiner adverb adjective adverb verb punctuation noun",0
76,"- ¿Qué estas tomando? -Agua, mamá -A ver... Esto no es agua, es vino - ¡ALABADO SEA EL SEÑOR! punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation noun punctuation adposition verb punctuation pronoun adverb verb noun punctuation verb noun punctuation punctuation noun punctuation",1
77,"Típico : Contestar ""¿Qué?"" para tener tiempo de pensar una respuesta creíble. noun punctuation verb punctuation punctuation pronoun punctuation punctuation adposition verb noun adposition verb determiner noun adjective punctuation",1
78,"Si amas a alguien, drógalo con cloroformo y átalo en tu cama. Si se queda, es tuyo; si logra huir, dispárale mientras corre. conjunction noun adposition pronoun punctuation verb pronoun adposition noun conjunction verb pronoun adposition determiner noun punctuation conjunction pronoun verb punctuation verb adjective punctuation conjunction verb verb punctuation verb pronoun conjunction verb punctuation",1
79,Esperar que un famoso te dé reply en Twitter es tan difícil como pedir un autógrafo a la salida de un concierto.  verb conjunction determiner adjective pronoun verb noun adposition noun verb adverb adjective conjunction verb determiner noun adposition determiner noun adposition determiner noun punctuation,1
80,"- ¡Ayuda, se perdió mi hija! - ¿Cómo se llama? -Esperanza - ¡IMPOSIBLE! La esperanza es lo último que se pierde. punctuation punctuation noun punctuation pronoun verb determiner noun punctuation punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation punctuation adjective punctuation determiner noun verb determiner adjective pronoun pronoun verb punctuation",1
81,"Un matrimonio se reune en el cielo: -Querido, qué bueno encontrarte -Querido nada, era hasta que la muerte los separe! by @JoViRosHer determiner noun pronoun verb adposition determiner noun punctuation punctuation verb punctuation determiner adjective verb pronoun punctuation verb pronoun punctuation verb adverb conjunction determiner noun pronoun verb punctuation noun punctuation noun",1
82,"-911, ¿cuál es su emergencia? -Sígame la corriente, es que está pasando mi ex a mi lado... JAJAJA SÍ ¡YO TAMBIÉN TE AMO AMOR! number punctuation punctuation pronoun verb determiner noun punctuation punctuation verb pronoun determiner noun punctuation verb pronoun verb verb determiner adjective adposition determiner noun punctuation noun punctuation noun punctuation",1
83,"2 amigas sentadas en el parque: -Ana, aquel tipo te está viendo las pantaletas -Será a ti porque yo no traigo!  number noun verb adposition determiner noun punctuation punctuation noun punctuation determiner noun pronoun verb verb determiner noun punctuation verb adposition pronoun conjunction pronoun adverb verb punctuation",1
84,"Subir las escaleras a oscuras, dar un paso con un escalón imaginario y casi matarte :( verb determiner noun adposition adjective punctuation verb determiner noun adposition determiner noun adjective conjunction adverb verb pronoun punctuation punctuation",0
85,Ir al cine y comerse todo antes de que comience la película. verb adposition determiner noun conjunction verb pronoun determiner adposition conjunction verb determiner noun punctuation,0
86,"El Profesor dice ""Grupos de 3"" y siempre sale uno a decir: ¿Se puede uno de 4 profesor?. determiner noun verb punctuation noun adposition number punctuation conjunction adverb verb pronoun adposition verb punctuation punctuation pronoun verb pronoun adposition number noun punctuation punctuation",1
87,Limpiar tu cuarto: 1% limpieza. 30% quejarse. 69% jugar con lo que vas encontrando. verb determiner noun punctuation number noun punctuation number verb pronoun punctuation number verb adposition determiner pronoun verb verb punctuation,1
88,"Amistad nivel: Con tan sólo mirarse, saber de quien se están burlando. noun noun punctuation adposition adverb adverb verb pronoun punctuation verb adposition pronoun pronoun verb verb punctuation",1
89,Con los años mi Juan se ha vuelto en una fiera en la cama -¿Te hace el amor salvajemente? -No... se mea para marcar su territorio adposition determiner noun determiner noun pronoun verb verb adposition determiner noun adposition determiner noun punctuation punctuation pronoun verb determiner noun adverb punctuation punctuation adverb punctuation pronoun verb adposition verb determiner noun,1
90,"-Papá, el entrenador me dijo que conmigo el gol era seguro! -Qué bueno hijo! -Ni tanto, soy el portero...  punctuation noun punctuation determiner noun pronoun verb conjunction pronoun determiner noun verb adjective punctuation punctuation determiner adjective noun punctuation punctuation conjunction adverb punctuation verb determiner noun punctuation",1
91,Había un niño tan feo pero tan feo que sus papás le amarraban un trozo de carne al cuello para que el perro jugara con el... verb number noun adverb adjective conjunction adverb adjective conjunction determiner noun pronoun verb determiner noun adposition noun adposition determiner noun adposition conjunction determiner noun verb adposition determiner punctuation,1
92,"Típico: Ir a la tienda golpeando con la rodilla, el envase del refresco. noun punctuation verb adposition determiner noun verb adposition determiner noun punctuation determiner noun adposition determiner noun punctuation",0
93,Típico: estás saliendo con alguien y de repente aparece hasta tu ex del kínder. noun punctuation verb verb adposition pronoun conjunction adverb verb adposition determiner adjective adposition determiner verb punctuation,0
94,Sinónimos de felicidad: -Comer -Dormir -Alcohol -Dinero -Música -Amigos noun adposition noun punctuation punctuation verb punctuation verb punctuation noun punctuation noun punctuation noun punctuation noun,1
95,"No creas en quien dice quererte, sino en quien lucha por tenerte...   adverb verb adposition pronoun verb verb pronoun punctuation conjunction adposition pronoun noun adposition verb pronoun punctuation",0
96,Nueva meta de esta generación: Llegar virgen a la primera comunión. adjective noun adposition determiner noun punctuation verb noun adposition determiner adjective noun punctuation,1
97,"RT @SoloDeMujer: No te rindas, recuerda que muchas veces la última llave es la que abre la puerta. noun punctuation noun punctuation adverb pronoun verb punctuation verb conjunction determiner noun determiner adjective noun verb determiner pronoun verb determiner noun punctuation",0
98,Lo mejor de dormir es dormir. determiner adjective adposition verb verb verb punctuation,0
99,"Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes. determiner noun pronoun verb adposition verb adverb punctuation verb determiner determiner noun conjunction verb pronoun conjunction adverb verb date punctuation",0
100,Yo también pienso que he hecho bien el examen hasta que le pregunto a los demás sus respuestas. pronoun adverb verb conjunction verb verb adverb determiner noun adposition pronoun pronoun verb adposition determiner pronoun determiner noun punctuation,1
101,"—Me cae mal
—¿La conoces?
—No, pero me cae mal. punctuation noun verb adverb punctuation punctuation pronoun verb punctuation punctuation noun punctuation conjunction pronoun verb adverb punctuation",0
102,"-Te amo &lt;3 -Yo ya casi &lt;2,9999 punctuation pronoun verb punctuation noun punctuation number punctuation pronoun adverb adverb punctuation noun punctuation number",0
103,"—Cuando estoy aburrido de hablar con alguien digo: ""Jajajaja! Sí"", para cortar la conversación. —¿En serio? —Jajajaja! Sí. punctuation noun verb verb adposition verb adposition pronoun verb punctuation punctuation noun punctuation adverb punctuation punctuation adposition verb determiner noun punctuation punctuation punctuation adposition adjective punctuation punctuation noun punctuation adverb punctuation",1
104,"Dios nunca pone a alguien en tu vida sin ninguna razón. Algún día, sabremos por qué lo hizo. BUEN DIA interjection adverb verb adposition pronoun adposition determiner noun adposition determiner noun punctuation determiner noun punctuation verb adposition pronoun pronoun verb punctuation noun",0
105,"Estamos en ciudad GOTICA: Sin gotica de luz, sin gotica de agua, sin gotica de seguridad. Atte. El Guasón de Sabaneta by @camilotorre verb adposition noun noun punctuation adposition noun adposition noun punctuation adposition noun adposition noun punctuation adposition noun adposition noun punctuation noun noun punctuation noun",1
106,@PitufoFilosofon A veces lo malo sucede para que puedas agradecer por todo lo bueno que te da la vida. punctuation noun noun determiner adjective verb adposition conjunction verb verb adposition determiner determiner adjective pronoun pronoun verb determiner noun punctuation,0
107,Un hombre dice: Tengo tanta hambre que me comería un helicóptero... Y un marica a su lado: tucutucutucutucutucu determiner noun verb punctuation verb determiner noun pronoun pronoun verb determiner noun punctuation conjunction determiner noun adposition determiner noun punctuation noun,1
108,Típico: Despertar de una siesta y no saber si mirar la hora o el calendario. noun punctuation verb adposition determiner noun conjunction adverb verb conjunction verb determiner noun conjunction determiner noun punctuation,1
109,"-Le robé un beso que me dejo sin aliento -Pero contame, ¿Cómo fue? -Le robé el beso y luego me dio un golpe en el estómago :( punctuation pronoun verb determiner noun pronoun pronoun verb adposition noun punctuation conjunction adjective punctuation punctuation pronoun verb punctuation punctuation pronoun verb determiner noun conjunction adverb pronoun verb determiner noun adposition determiner noun punctuation punctuation",1
110,Decir que es una larga historia para no contarla. verb conjunction verb determiner adjective noun adposition adverb verb pronoun punctuation,0
111,La gente lo llama día de San Valentín. Yo lo llamo jueves. determiner noun pronoun verb noun adposition noun punctuation pronoun pronoun verb date punctuation,1
112,"Típico: Ir a la casa de tu amigo y que su madre te tome como ejemplo de buen comportamiento, cuando eres peor que él. noun punctuation verb adposition determiner noun adposition determiner noun conjunction conjunction determiner noun pronoun verb conjunction noun adposition adjective noun punctuation conjunction verb adjective conjunction pronoun punctuation",1
113,"Si te dice fea, es porque eres guapa, nadie le dice fea a una fea. conjunction pronoun verb adjective punctuation verb conjunction verb adjective punctuation pronoun pronoun verb adjective adposition determiner adjective punctuation",0
114,Mirar el celular cuando no quieres saludar a alguien. verb determiner adjective conjunction adverb verb verb adposition pronoun punctuation,0
115,"Todos tenemos una canción que nos hace llorar, sonreír y recordar. ¿Cuál es la tuya? pronoun verb determiner noun pronoun pronoun verb verb punctuation verb conjunction verb punctuation punctuation pronoun verb determiner adjective punctuation",0
116,"—Tienes clase, hijo. —Gracias, mamá, soy un caballero. —Tienes clase mañana. Ya duérmete, pendejo. punctuation noun noun punctuation noun punctuation punctuation noun punctuation noun punctuation verb determiner noun punctuation punctuation noun noun adverb punctuation adverb verb pronoun punctuation noun punctuation",1
117,Yo + ? = Ni se te ocurra hablarme. pronoun punctuation punctuation noun pronoun pronoun verb verb pronoun punctuation,0
118,"Mi novio tiene sexo con muchas, para cuando este conmigo ser el mejor. Lo sé, me ama!. determiner noun verb noun adposition pronoun punctuation adposition conjunction pronoun pronoun verb determiner adjective punctuation pronoun verb punctuation pronoun verb punctuation punctuation",0
119,"A QUE NO SABES LEER EN INGLES... Lee esto rápido: (Teen, Go, Pick, A, Son, In, My, Cool, Low) Excelente! Te felicito.  adposition noun punctuation verb pronoun adjective punctuation punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation noun punctuation pronoun verb punctuation",1
120,¿Cuál es la enfermedad del 1 + 2? El ESTRESS  punctuation pronoun verb determiner noun adposition determiner number number punctuation determiner noun,1
121,"-Papá, hoy me habló una chica - ¿Si? ¿Y qué te dijo? -La base de datos de virus ha sido actualizada. punctuation noun punctuation adverb pronoun verb determiner noun punctuation punctuation conjunction punctuation punctuation conjunction pronoun pronoun verb punctuation punctuation determiner noun adposition noun adposition noun verb verb verb punctuation",1
